,file,artist,title,lyrics
1859,TRATBLI128F92F78F8.h5,John Mayer,St. Patrick's Day,"Here comes a cold
Break out the winter clothes
And find a love to call your own
You - enter you
Your cheeks a shade of pink
And the rest of you in powder blue

Who knows what will be
But I'll make you this guarantee

See
No way November will see our goodbye
When it comes to December it's obvious why
No one wants to be alone at Christmas time

In the dark, on the phone
You tell me the names of your brothers
And your favorite colors
I'm learning you
And when it snows again
We'll take a walk outside
And search the sky
Like children do

I'll say to you
No way November will see our goodbye
When it comes to December it's obvious why
No one wants to be alone at Christmas time

And come January we're frozen inside
Making new resolutions a hundred times
February, won't you be my valentine?
And we'll both be safe 'til St. Patrick's Day

We should take a ride tonight around the town
And look around at all the beautiful houses
Something in the way that blue lights
On the black night can make you feel more
Everybody, it seems to me, just wants to be
Just like you and me

No one wants to be alone at Christmas time
Come January we're frozen inside
Making new resolutions a hundred times
February, won't you be my valentine?

And if our always is all that we gave
And we someday take that away
I'll be alright if it was just 'til
St. Patrick's Day"
1860,TRAFQFM128E078EC97.h5,Eminem,The Way I Am,"Aight, man, whatever...

Spoken:
Dre, just let it run.
Hey yo, turn the beat up a little bit
Hey yo, this song is for anyone... fuck it, just shut up and listen
Hey yo

I sit back with this pack of Zig-Zags and this bag
Of this weed it gives me the shit needed to be
The most meanest MC on this... on this earth
And since birth I've been cursed with this curse to just curse

And just blurt this berserk and bizarre shit that works
And it sells and it helps in itself to relieve
All this tension dispensin' these sentences gettin' this stress
That's been eatin' me recently off of this chest

And I rest again peacefully (peacefully)
But at least have the decency in you
To leave me alone, when you freaks see me out
In the streets when I'm eatin' or feedin' my daughter

To not come and speak to me (speak to me)
I don't know you and no, I don't owe you a mo-therfuck-ing thing
I'm not Mr. *NSYNC, I'm not what your friends think
I'm not Mr. Friendly, I can be a prick

If you tempt me my tank is on empty (is on empty)
No patience is in me and if you offend me
I'm liftin' you 10 feet (10 feet) in the air
I don't care who was there and who saw me destroy you

Go call you a lawyer, file you a lawsuit
I'll smile in the courtroom and buy you a wardrobe
I'm tired of arguin' (of arguin)
I don't mean to be mean, but that's all I can be, it's just me

And I am, whatever you say I am
If I wasn't, then why would I say I am
In the paper, the news every day I am
Radio won't even play my jam

'Cause I am, whatever you say I am
If I wasn't, then why would I say I am
In the paper, the news every day I am
I don't know, it's just the way I am

Sometimes I just feel like my father, I hate to be bothered
With all of this nonsense, it's constant
And, ""Oh, it's his lyrical content.
That song ""Guilty Conscience"" has gotten such rotten responses.""

And all of this controversy circles me
And it seems like the media immediately
Points a finger at me (finger at me)
So I point one back at 'em, but not the index or pinky

Or the ring or the thumb, it's the one you put up
When you don't give a fuck, when you won't just put up
With the bullshit they pull, 'cause they full of shit too
When a dude's gettin' bullied and shoots up his school

And they blame it on Marilyn (on Marilyn) and the heroin
Where were the parents at? And look where it's at
Middle America, now it's a tragedy
Now it's so sad to see an upper class city

Havin' this happenin' (this happenin' )
Then attack Eminem 'cause I rap this way (rap this way)
But I'm glad 'cause they feed me the fuel that I need for the fire
To burn and it's burnin' and I have returned

And I am whatever you say I am
If I wasn't, then why would I say I am
In the paper, the news every day I am
Radio won't even play my jam

'Cause I am whatever you say I am
If I wasn't, then why would I say I am
In the paper, the news every day I am
I don't know, it's just the way I am

I'm so sick and tired of bein' admired
That I wish that I would just die or get fired
And dropped from my label, let's stop with the fables
I'm not gonna be able to top on ""My Name Is""

And pigeonholed into some poppy sensation
That copped me rotation at rock 'n' roll stations
And I just do not got the patience (got the patience)
To deal with these cocky caucasians

Who think, I'm some wigger who just tries to be black
'Cause I talk with an accent and grab on my balls
So they always keep askin' the same fuckin' questions (fuckin' questions)
What school did I go to, what hood I grew up in?

The why, the who, what, when, the where and the how
Till I'm grabbin' my hair and I'm tearin' it out (ahhh)
'Cause they drivin' me crazy (me crazy)
I can't take it, I'm racin', I'm pacin', I stand and I sit

And I'm thankful for every fan that I get
But I can't take a shit in the bathroom without someone standin' by it
No, I won't sign your autograph
You can call me an asshole, I'm glad

'Cause I am whatever you say I am
If I wasn't, then why would I say I am
In the paper, the news every day I am
Radio won't even play my jam

'Cause I am, whatever you say I am
If I wasn't, then why would I say I am
In the paper, the news every day I am
I don't know, it's just the way I am"
1861,TRAYIFW12903CA9F1B.h5,KALIMBA,Al Final,
1862,TRALZBV128F4250E60.h5,The Knife,The Captain,"Coming home after a long, long walk
Coming home after a dozen of walks
Coming home after a long, long war
Coming home after a dozen of wars

We are out of wind
We have pockmarked chin
We have lots of water
We turn the other cheek and we win

One thousand stories and there's always more
We've been offered one more lap to go
In my hand I hold a key
It's dear to me 'cause I know where it leads

We are out of wind
We have pockmarked chin
We have all this water
We turn the other cheek with a grin"
1863,TRAKHAU128F42927B4.h5,Busta Rhymes,Taste It,"(Repeat 5x (Taste it, taste it, taste it))
Here we go
Ay yo, ladies where you at c'mon c'mon
Ladies where you at c'mon c'mon
You ready to freak out ladies?
Yeah, soldiers
We 'bout to line it up just right
Check it, watch how we do it

(Verse One)
Make way for the kid to come in girl
And let me rock 'cause I love the way you pop that (C'mon)
Every single time we come to drop that
A lot of freaky women react to a nigga hot track (Lets go)
Then we start to cook up the place
Women watching the nigga with the ready to do the (UGH!) look on their face
(C'mon)
Freak nasty, you know the way you do it all on the guard
And the way you love to speak nasty, another freak pass me (WOO!)
Floss on, in the club ain't even got the draws on
You messing with a nigga better, stop that shit mama
In other words you better watch that shit cause you got that shit
The way your ass sit up all on your back
It's like you need to go shop that, see niggas would cock that
And definitely won't waste it
And while you at it take a lick and just taste it (taste it, taste it, taste it)

B-b-baby tell me why tell me so
I'd like you to go high you tell me to go low
So I go low, taste the shit, taste it again I like it
Baby tell me why tell me so
I'd like you to go high you tell me to go low
So I go low, taste the shit, taste it again I like it

Pass the last courvoisier bottle down the at bar
See a chick that kinda look like a star
And I'm saying even though I wanna to take you home girl
I know its kinda late but you ain't got to come along girl (echo)
Wait a sec you know I know a song girl
Me and you and one of your other home girls (echo)
Let me put it down and we started to bone girl
The other had a heat ""I thought y'all be gettin' along girl?"" (echo)
Just put the pep in your step, what's with all the emotional shit
You know we be swingin' a hep
Put it on me like I wouldn't recover
Saying two chicks that was beefin' and touching and feeling each other
Word to mother, now we having a ball
The way we knockin' as the sound of the bed head smackin' the wall
Baby I'm saying I lovin' how you rubbin'
And the way that you lace it and rush it when you gettin' ready to taste it
Baby I love it, the way you rub it
And the way you lace it and rush it when you gettin' ready to taste it

Girl I know you wanna
(Taste it, taste it, taste it)
Yeah I like it the way you always get down and
(Taste it, taste it, taste it)
Ladies! If you want your man to get down and
(Taste it, taste it, taste it)
Just throw your hands in the air, fella's just make it do it too
(Taste it, taste it, taste it)
Now you can both do it

(Verse Three)
Shorty hit me all on the two-way
Tell me to meet her way in the back by the couches up inside the cheetah
Then I step up in the club keep it moving wit' my hand on my heater
Stay alert and never moving the sleeper
Even though this shit was way off the meter
Couldn't believe her
Shorty buggin' and giving me head in back of the speaker
Now check it, I love the way she step to it and how she's keepin' it basic
And always be ready to taste it

(Repeat till end (Haah! taste it, taste it, taste it))"
1864,TRAJJNB128F42A0A4F.h5,FU-Schnickens,Heavenly Father,
1865,TRAXBUJ128F4247432.h5,H-Town,Sex Dance,"<span style=""padding:1em""><img alt=""TrebleClef"" class=""lzy lzyPlcHld"" data-image-key=""TrebleClef.png"" data-image-name=""TrebleClef.png"" data-src=""https://vignette.wikia.nocookie.net/lyricwiki/images/1/1e/TrebleClef.png/revision/latest/scale-to-width-down/30?cb=20090423154754"" height=""68"" onload=""if(typeof ImgLzy==='object'){ImgLzy.load(this)}"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" width=""30""/><noscript><img alt=""TrebleClef"" class="""" data-image-key=""TrebleClef.png"" data-image-name=""TrebleClef.png"" height=""68"" src=""https://vignette.wikia.nocookie.net/lyricwiki/images/1/1e/TrebleClef.png/revision/latest/scale-to-width-down/30?cb=20090423154754"" width=""30""/></noscript></span> Instrumental"
1866,TRAGAAF128F9338911.h5,Joe McBride,This Is How A Heart Breaks,
1867,TRATLLL128F149DBEB.h5,Toots Thielemans,Five For Ellis,
1868,TRAGZKI128F4249FBE.h5,Moraes Moreira,Banho De Amor,
1869,TRARIWH128E079349F.h5,Oasis,Columbia,"There we were, now here we are
All this confusion, nothing's the same to me
There we were, now here we are
All this confusion, nothing's the same to me

I can't tell you the way I feel
Because the way I feel is oh so new to me
I can't tell you the way I feel
Because the way I feel is oh so new to me

What I heard is not what I hear
I can see the signs but they're not very clear
What I heard is not what I hear
I can see the signs but they're not very clear

So I can't tell you the way I feel
Because the way I feel is oh so new to me
I can't tell you the way I feel
Because the way I feel is oh so new to me

This is confusion, am I confusing you?
This is confusion, am I confusing you?
This is peculiar, we don't want to fool you
This is peculiar, we don't want to fool you

Come on, come on, come on
Come on, come on, come on
Yeah yeah yeah
Yeah yeah yeah
Yeah yeah yeah
Come on, come on, come on
Come on, come on, come on
Yeah yeah yeah
Yeah yeah yeah
Yeah yeah yeah
Yeah yeah yeah"
1870,TRANBMY128F426416A.h5,Danger Danger,Rock America,"Out on the backstreets
I hear a heartbeat
We're gonna rock America

Come on

Hey, have you heard the news?
People on the hills changin' all the rules
The battle's just begun, stand up and fight
Don't be afraid to say what's on your mind, it's okay
Be who you wanna be 'cause it's your life

We're not the chosen ones
But we got strength in numbers
Get up and make some noise
Let 'em hear your thunder

Out on the backstreets, I hear a heartbeat
We're gonna rock America
Standin' together, now and forever
We're gonna rock America

They try to put us down
Say we're no good 'cause our music's loud
I guess they just forget when they were young

Oh, when there was just one king
Elvis was his name and he sure could swing
The Beach Boys had 'em singin' fun, fun, fun

They just deny the past
Try to plan the future
Don't take it lyin' down
You don't want that, do you?

Out on the backstreets, I hear a heartbeat
We're gonna rock America
Standin' together, now and forever
We're gonna rock America, oh

We're not the chosen ones
But we got strength in numbers
Get up and make some noise
Let 'em hear your thunder

Oh, out on the backstreets, I hear a heartbeat
We're gonna rock America
Standin' together, now and forever
We're gonna rock America

Out on the backstreets, I hear a heartbeat
We're gonna rock America
Standin' together, now and forever
We're gonna rock America

Rock on! Out on the backstreets, I hear a heartbeat
We're gonna rock America
Standin' together, now and forever
We're gonna rock America"
1871,TRABAIO128F42938F9.h5,Kenny G featuring Daryl Hall,Baby Come To Me,
1872,TRAGPKF128F427B439.h5,Cristy Lane,Making Up For Lost Time (Footprints In The Sand Album Version),
1873,TRALHCG128F4264232.h5,Jack Miles,Nuits Orientales,
1874,TRAOJFT128F92CF5B5.h5,Luiz Bonfa,Samba De Duas Notas,
1875,TRAWBVW128F932A39F.h5,Little Milton,Packed Up And Took My Mind,
